Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	162.0	162.0	162.0	162.0	162.0	120.0	120.0	120.0	120.0	120.0	164.0	164.0	164.0	164.0	164.0	26.0	37.5	49.0	60.5	72.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae	1.0	1.0	1.0	1.0	1.0	34.0	34.0	34.0	34.0	34.0	38.0	38.0	38.0	38.0	38.0	1.0	1.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0	11.0	28.0	28.0	28.0	28.0	28.0	19.0	19.0	19.0	19.0	19.0	59.0	59.0	59.0	59.0	59.0	109.0	109.0	109.0	109.0	109.0	66.0	66.0	66.0	66.0	66.0	180.0	180.0	180.0	180.0	180.0	33.0	33.0	33.0	33.0	33.0	385.0	385.0	385.0	385.0	385.0	162.0	184.0	206.0	228.0	250.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	19203.0	19203.0	19203.0	19203.0	19203.0	6053.0	6053.0	6053.0	6053.0	6053.0	3114.0	3114.0	3114.0	3114.0	3114.0	4317.0	4317.0	4317.0	4317.0	4317.0	6517.0	6517.0	6517.0	6517.0	6517.0	5595.0	5595.0	5595.0	5595.0	5595.0	9068.0	9068.0	9068.0	9068.0	9068.0	9655.0	9655.0	9655.0	9655.0	9655.0	4173.0	4173.0	4173.0	4173.0	4173.0	10424.0	10424.0	10424.0	10424.0	10424.0	7434.0	7434.0	7434.0	7434.0	7434.0	11637.0	11637.0	11637.0	11637.0	11637.0	4350.0	4350.0	4350.0	4350.0	4350.0	2094.0	3001.0	3908.0	4815.0	5722.0
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1441.0	1441.0	1441.0	1441.0	1441.0	464.0	464.0	464.0	464.0	464.0	1052.0	1052.0	1052.0	1052.0	1052.0	125.0	237.25	349.5	461.75	574.0
Bacteria;Bacteria;Firmicutes;Bacilli;;	162.0	162.0	162.0	162.0	162.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	492.0	492.0	492.0	492.0	492.0	805.0	805.0	805.0	805.0	805.0	820.0	820.0	820.0	820.0	820.0	105.0	156.0	207.0	258.0	309.0
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	25.0	25.0	25.0	25.0	25.0	238.0	238.0	238.0	238.0	238.0	27.0	27.0	27.0	27.0	27.0	1.0	2.0	3.0	4.0	5.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	146.0	146.0	146.0	146.0	146.0	265.0	265.0	265.0	265.0	265.0	674.0	674.0	674.0	674.0	674.0	15.0	55.5	96.0	136.5	177.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1923.0	1923.0	1923.0	1923.0	1923.0	8053.0	8053.0	8053.0	8053.0	8053.0	2910.0	2910.0	2910.0	2910.0	2910.0	1060.0	1584.25	2108.5	2632.75	3157.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	328.0	328.0	328.0	328.0	328.0	272.0	272.0	272.0	272.0	272.0	140.0	140.0	140.0	140.0	140.0	123.0	356.0	589.0	822.0	1055.0
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	13.0	13.0	13.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.5	44.0	65.5	87.0
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.0	64.0	64.0	64.0	64.0	1.0	1.0	1.0	1.0	1.0	93.0	93.0	93.0	93.0	93.0	16.0	82.0	148.0	214.0	280.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	104.0	104.0	104.0	104.0	104.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Rs-K70 termite group;;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	249.0	249.0	249.0	249.0	249.0	127.0	127.0	127.0	127.0	127.0	1218.0	1218.0	1218.0	1218.0	1218.0	63.0	175.75	288.5	401.25	514.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;P5D1-392	124.0	124.0	124.0	124.0	124.0	221.0	221.0	221.0	221.0	221.0	253.0	253.0	253.0	253.0	253.0	128.0	128.0	128.0	128.0	128.0	106.0	106.0	106.0	106.0	106.0	256.0	256.0	256.0	256.0	256.0	224.0	224.0	224.0	224.0	224.0	75.0	75.0	75.0	75.0	75.0	162.0	162.0	162.0	162.0	162.0	22.0	22.0	22.0	22.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;;	17.0	17.0	17.0	17.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.0	16.0	16.0	16.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	710.0	710.0	710.0	710.0	710.0	630.0	630.0	630.0	630.0	630.0	1197.0	1197.0	1197.0	1197.0	1197.0	406.0	662.75	919.5	1176.25	1433.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	503.0	503.0	503.0	503.0	503.0	248.0	248.0	248.0	248.0	248.0	3107.0	3107.0	3107.0	3107.0	3107.0	1749.0	1785.0	1821.0	1857.0	1893.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;MB19	347.0	347.0	347.0	347.0	347.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	678.0	678.0	678.0	678.0	678.0	209.0	209.0	209.0	209.0	209.0	671.0	671.0	671.0	671.0	671.0	243.0	275.5	308.0	340.5	373.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.0	64.0	64.0	64.0	64.0	42.0	42.0	42.0	42.0	42.0	82.0	82.0	82.0	82.0	82.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	193.0	193.0	193.0	193.0	193.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	254.0	254.0	254.0	254.0	254.0	225.0	225.0	225.0	225.0	225.0	938.0	938.0	938.0	938.0	938.0	10.0	22.25	34.5	46.75	59.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	186.0	186.0	186.0	186.0	186.0	415.0	415.0	415.0	415.0	415.0	252.0	252.0	252.0	252.0	252.0	69.0	110.25	151.5	192.75	234.0
Bacteria;Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27.0	27.0	27.0	27.0	27.0	1.0	1.0	1.0	1.0	1.0	68.0	68.0	68.0	68.0	68.0	31.0	66.25	101.5	136.75	172.0
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	193.0	193.0	193.0	193.0	193.0	532.0	532.0	532.0	532.0	532.0	339.0	339.0	339.0	339.0	339.0	53.0	95.5	138.0	180.5	223.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.75	4.5	6.25	8.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	235.0	235.0	235.0	235.0	235.0	215.0	215.0	215.0	215.0	215.0	317.0	317.0	317.0	317.0	317.0	119.0	119.0	119.0	119.0	119.0	97.0	97.0	97.0	97.0	97.0	120.0	120.0	120.0	120.0	120.0	92.0	92.0	92.0	92.0	92.0	161.0	161.0	161.0	161.0	161.0	210.0	210.0	210.0	210.0	210.0	179.0	179.0	179.0	179.0	179.0	1817.0	1817.0	1817.0	1817.0	1817.0	2015.0	2015.0	2015.0	2015.0	2015.0	1903.0	1903.0	1903.0	1903.0	1903.0	885.0	1109.25	1333.5	1557.75	1782.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae	78.0	78.0	78.0	78.0	78.0	153.0	153.0	153.0	153.0	153.0	424.0	424.0	424.0	424.0	424.0	69.0	69.0	69.0	69.0	69.0	76.0	76.0	76.0	76.0	76.0	197.0	197.0	197.0	197.0	197.0	90.0	90.0	90.0	90.0	90.0	191.0	191.0	191.0	191.0	191.0	583.0	583.0	583.0	583.0	583.0	191.0	191.0	191.0	191.0	191.0	169.0	169.0	169.0	169.0	169.0	330.0	330.0	330.0	330.0	330.0	308.0	308.0	308.0	308.0	308.0	92.0	106.75	121.5	136.25	151.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	7.0	7.0	7.0	7.0	7.0	38.0	38.0	38.0	38.0	38.0	53.0	53.0	53.0	53.0	53.0	10.0	10.0	10.0	10.0	10.0	16.0	16.0	16.0	16.0	16.0	33.0	33.0	33.0	33.0	33.0	144.0	144.0	144.0	144.0	144.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	67.0	67.0	67.0	67.0	67.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	78.0	78.0	78.0	78.0	78.0	571.0	571.0	571.0	571.0	571.0	566.0	566.0	566.0	566.0	566.0	534.0	613.0	692.0	771.0	850.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	269.0	269.0	269.0	269.0	269.0	49.0	49.0	49.0	49.0	49.0	14.0	14.0	14.0	14.0	14.0	30.0	278.5	527.0	775.5	1024.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	79.0	79.0	79.0	79.0	79.0	32.0	32.0	32.0	32.0	32.0	90.0	90.0	90.0	90.0	90.0	51.0	52.75	54.5	56.25	58.0
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	60.0	60.0	60.0	60.0	60.0	825.0	825.0	825.0	825.0	825.0	176.0	176.0	176.0	176.0	176.0	1.0	5.0	9.0	13.0	17.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.5	10.0	14.5	19.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.0	28.0	28.0	28.0	28.0	24.0	24.0	24.0	24.0	24.0	1.0	1.0	1.0	1.0	1.0	9.0	151.0	293.0	435.0	577.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	74.0	74.0	74.0	74.0	74.0	97.0	97.0	97.0	97.0	97.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	2.0	2.5	3.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0	17.0	17.0	17.0	17.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.0	39.0	39.0	39.0	39.0	7.0	7.0	7.0	7.0	7.0	32.0	32.0	32.0	32.0	32.0	25.0	29.75	34.5	39.25	44.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;	2980.0	2980.0	2980.0	2980.0	2980.0	647.0	647.0	647.0	647.0	647.0	311.0	311.0	311.0	311.0	311.0	488.0	488.0	488.0	488.0	488.0	372.0	372.0	372.0	372.0	372.0	300.0	300.0	300.0	300.0	300.0	720.0	720.0	720.0	720.0	720.0	469.0	469.0	469.0	469.0	469.0	235.0	235.0	235.0	235.0	235.0	478.0	478.0	478.0	478.0	478.0	441.0	441.0	441.0	441.0	441.0	3673.0	3673.0	3673.0	3673.0	3673.0	1210.0	1210.0	1210.0	1210.0	1210.0	229.0	245.0	261.0	277.0	293.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	43.0	43.0	43.0	43.0	43.0	87.0	87.0	87.0	87.0	87.0	135.0	135.0	135.0	135.0	135.0	185.0	203.5	222.0	240.5	259.0
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	203.0	203.0	203.0	203.0	203.0	726.0	726.0	726.0	726.0	726.0	242.0	242.0	242.0	242.0	242.0	84.0	102.75	121.5	140.25	159.0
Bacteria;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	2.5	4.0	5.5	7.0
Bacteria;Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	102.0	102.0	102.0	102.0	102.0	53.0	53.0	53.0	53.0	53.0	87.0	87.0	87.0	87.0	87.0	62.0	67.75	73.5	79.25	85.0
Bacteria;Bacteria;Proteobacteria;;;	12.0	12.0	12.0	12.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	3.25	5.5	7.75	10.0
