	SubjectID1	SubjectID2	Group1	Group2	Distance
94	Adobera_mesa	Adobera_pasteurizada	Rw	Pd	0.764050589121227
95	Adobera_mesa	Panela_pasteurizado	Rw	Pd	0.6418115836144183
96	Adobera_mesa	Chihuahua	Rw	Pd	0.7436311177812558
97	Cotija	Adobera_pasteurizada	Rw	Pd	0.4553883568853674
98	Cotija	Panela_pasteurizado	Rw	Pd	0.32988789745679203
99	Cotija	Chihuahua	Rw	Pd	0.4331837959484033
100	Panela_artesanal	Adobera_pasteurizada	Rw	Pd	0.4684961160197026
101	Panela_artesanal	Panela_pasteurizado	Rw	Pd	0.3455126023333483
102	Panela_artesanal	Chihuahua	Rw	Pd	0.44728522178200286
103	Jocoque	Adobera_pasteurizada	Rw	Pd	0.07469541837767828
104	Jocoque	Panela_pasteurizado	Rw	Pd	0.10855373849034321
105	Jocoque	Chihuahua	Rw	Pd	0.10852924377084198
106	Chiapas	Adobera_pasteurizada	Rw	Pd	0.21565326376167704
107	Chiapas	Panela_pasteurizado	Rw	Pd	0.24166965950965935
108	Chiapas	Chihuahua	Rw	Pd	0.09923330189836518
109	Ranchero_Estado_de_Mexico	Adobera_pasteurizada	Rw	Pd	0.12348651593751078
110	Ranchero_Estado_de_Mexico	Panela_pasteurizado	Rw	Pd	0.05536880365989601
111	Ranchero_Estado_de_Mexico	Chihuahua	Rw	Pd	0.1579915426804953
112	Ranchero_Veracruz	Adobera_pasteurizada	Rw	Pd	0.8666218023540049
113	Ranchero_Veracruz	Panela_pasteurizado	Rw	Pd	0.7504663025840232
114	Ranchero_Veracruz	Chihuahua	Rw	Pd	0.8453589380824524
115	Zacatecas	Adobera_pasteurizada	Rw	Pd	0.12415939305942358
116	Zacatecas	Panela_pasteurizado	Rw	Pd	0.09926759572343145
117	Zacatecas	Chihuahua	Rw	Pd	0.12792420188441236
118	Cincho	Adobera_pasteurizada	Rw	Pd	0.20033040781301312
119	Cincho	Panela_pasteurizado	Rw	Pd	0.11579527814219155
120	Cincho	Chihuahua	Rw	Pd	0.2500773647856824
121	Oaxaca	Adobera_pasteurizada	Rw	Pd	0.11767726717060367
122	Oaxaca	Panela_pasteurizado	Rw	Pd	0.090132559082265
123	Oaxaca	Chihuahua	Rw	Pd	0.17593516895841127
124	Canasto	Adobera_pasteurizada	Rw	Pd	0.810976651738855
125	Canasto	Panela_pasteurizado	Rw	Pd	0.6834371429727292
126	Canasto	Chihuahua	Rw	Pd	0.7917799253632365
127	Asadero	Adobera_pasteurizada	Rw	Pd	0.24517370535346783
128	Asadero	Panela_pasteurizado	Rw	Pd	0.11135546441099814
129	Asadero	Chihuahua	Rw	Pd	0.22882912905115366
130	Manchego	Adobera_pasteurizada	Rw	Pd	0.10250803026389263
131	Manchego	Panela_pasteurizado	Rw	Pd	0.08657773658483356
132	Manchego	Chihuahua	Rw	Pd	0.13728455631098402
